address,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory
756/58-franklin-street-melbourne-vic-3000,37000,09-Mar-2021,1,1,1,-1,None,House,https://www.domain.com.au/756-58-franklin-street-melbourne-vic-3000-2015436388,Secure Parking,1-1.2-0.6,3,
1013/135-a'beckett-street-melbourne-vic-3000,365000,22-Oct-2018,1,1,-1,-1,None,House,https://www.domain.com.au/1013-135-a-beckett-street-melbourne-vic-3000-2014244812,"Balcony-""Split System Heating""-""Gym""",1.2-1.4-0.3,3,
23.07/639-lonsdale-street-melbourne-vic-3000,367000,31-Aug-2018,1,1,-1,-1,None,House,https://www.domain.com.au/23-07-639-lonsdale-street-melbourne-vic-3000-2014454056,,2-1.6-1.8,3,
739/58-franklin-street-melbourne-vic-3000,35000,27-Jul-2017,1,1,1,-1,None,House,https://www.domain.com.au/739-58-franklin-street-melbourne-vic-3000-2013683271,Secure Parking,1-1.2-0.6,3,
lot-651/58-franklin-street-melbourne-vic-3000,35000,29-Mar-2017,1,1,1,-1,None,House,https://www.domain.com.au/lot-651-58-franklin-street-melbourne-vic-3000-2012989540,,1-1.2-0.6,3,
557/58-franklin-street-melbourne-vic-3000,35000,16-Jan-2017,1,1,1,-1,None,House,https://www.domain.com.au/557-58-franklin-street-melbourne-vic-3000-2013066803,Secure Parking,1-1.2-0.6,3,
403/108-flinders-street-melbourne-vic-3000,360000,09-Dec-2016,1,1,-1,-1,None,House,https://www.domain.com.au/403-108-flinders-street-melbourne-vic-3000-2013151320,"Air conditioning-""Built in wardrobes""-""Close to schools""-""Close to shops""-""Close to transport""-""Security Alarm""-""Separate Dining""-""Terrace-Balcony""",1.6-2.2-1.5,3,
508/267-flinders-lane-melbourne-vic-3000,265000,28-Nov-2016,1,1,-1,-1,None,House,https://www.domain.com.au/508-267-flinders-lane-melbourne-vic-3000-2013060223,,1.7-2.4-0.7,3,
465/58-franklin-street-melbourne-vic-3000,37000,25-Nov-2016,1,1,1,-1,None,House,https://www.domain.com.au/465-58-franklin-street-melbourne-vic-3000-2013083000,Secure Parking,1-1.2-0.6,3,
1004/422-collins-street-melbourne-vic-3000,312000,19-Oct-2016,1,1,-1,-1,None,House,https://www.domain.com.au/1004-422-collins-street-melbourne-vic-3000-2013064527,"Close to schools-""Close to shops""-""Close to transport""-""Terrace-Balcony""",2.3-1.5-1.9,3,
421/67-spencer-street-melbourne-vic-3000,480000,17-Mar-2016,1,1,1,-1,None,House,https://www.domain.com.au/421-67-spencer-street-melbourne-vic-3000-2012532425,"Gym-""Intercom""-""In Ground Pool""-""Secure Parking""-""Ducted Cooling""",2.6-1-2.4,3,
707/480-collins-street-melbourne-vic-3000,259000,01-Feb-2016,1,1,-1,-1,None,House,https://www.domain.com.au/707-480-collins-street-melbourne-vic-3000-2012340637,,2.3-1.3-2,3,
406/99-a'beckett-street-melbourne-vic-3000,330000,18-Dec-2015,1,1,-1,-1,None,House,https://www.domain.com.au/406-99-a-beckett-street-melbourne-vic-3000-2012277771,,1.1-1.5-0.3,3,
506/81-queens-road-melbourne-vic-3000,255000,28-Apr-2015,1,1,1,-1,None,House,https://www.domain.com.au/506-81-queens-road-melbourne-vic-3000-2011910128,,1-1.4-3.2,3,
1108/610-st-kilda-road-melbourne-(3004)-vic-3004,370000,30-Mar-2015,1,1,1,-1,None,House,https://www.domain.com.au/1108-610-st-kilda-road-melbourne-3004-vic-3004-2011626192,,0.7-1.5-3.2,3,
344/58-franklin-street-melbourne-vic-3000,33000,17-Oct-2012,1,1,1,-1,None,House,https://www.domain.com.au/344-58-franklin-street-melbourne-vic-3000-2009968479,,1-1.2-0.6,3,
438/58-franklin-street-melbourne-vic-3000,32000,28-Jul-2010,1,1,1,-1,None,House,https://www.domain.com.au/438-58-franklin-street-melbourne-vic-3000-2008471776,,1-1.3-0.5,3,
